idn,author,gnd_modified
987047388,"Carini, Marco",(DE-588)124212042
987716646,"Timm, Uwe",(DE-588)118839276
991891899,"Timm, Uwe",(DE-588)118839276
98437261X,"Blain, Malika",unknown
986666092,"Nix, Christoph",(DE-588)129341568
975080261,"Krahl, Hans-Jürgen",(DE-588)11898845X
986280321,"Schneider, Peter",(DE-588)118758675
988384779,"Strehle, Res",(DE-588)170370836
987356119,"Spernol, Boris",(DE-588)1033803804
986653314,"Aly, Götz",(DE-588)115766065
988747227,"Friesenbichler, Georg",(DE-588)136433898
1191660060,"Teune, Simon",unknown
1060389355,"Brinkmann, Heinrich",unknown
982916728,"Hoevels, Fritz E.",unknown
1181111129,"Schrodi, Simone",unknown
1184684359,"Plagge, Lydia",unknown
1005880689,"Kalaitzi, Maria",unknown
1138709883,"Klaus, Daniel",unknown
1184904294,"Steinmeyer, Johannes",unknown
984294864,"Fichter, Tilman",(DE-588)12200048X
98319453X,"Berlit, Anna Christina",unknown
1109894953,"Janzen, Loretta",unknown
1109887876,"Vogelgesang, Maike",unknown
1192023412,"Kern, Thomas",(DE-588)130432628
973575026,"Kailitz, Susanne",unknown
983610231,"Baumann, Michael",(DE-588)118507516
1103501321,"Maaser, Michael",(DE-588)111419727
977977757,"Dostal, Caroline",(DE-588)131510657
1180930592,"Krause, Katharina",unknown
979058252,"Bolius, Uwe",(DE-588)118096133
977217175,"Seyfried, Gerhard",(DE-588)115834168
981669816,"Seidl, Florian",(DE-588)119061252
1261696786,"Kalaitzi, Maria",unknown
1109894627,"Roseck, Maja",unknown
978120728,"Hecken, Thomas",(DE-588)115539778
1077366124,"Rabe, Gerald",unknown
976752034,"Leeuwen, Joke van",(DE-588)11946182X
979692318,"Molica, Fernando",(DE-588)132003856
981281915,"Eidam, Gerd",(DE-588)120466821
993625975,"Elhardt, Rudolf",(DE-588)114175209
971329133,"Busche, Jürgen",(DE-588)12000478X
989538516,"Gilcher-Holtey, Ingrid",(DE-588)11100618X
973121505,"Kraushaar, Wolfgang",(DE-588)120283344
974317403,"Vesper, Bernward",(DE-588)118626728
1178616673,"Sander, Alexander",unknown
1197536507,"Herrmann, Hans Peter",(DE-588)12180741X
1204825955,"Herrmann, Hans Peter",(DE-588)12180741X
973195568,"Kuhn, Axel",(DE-588)121212831
118328098X,"Dittmer, Lena",unknown
97341667X,"Schneider, Peter",(DE-588)118758675
973078715,"Eichler, Antje",(DE-588)129828629
974876607,"Görke, Daniela",(DE-588)130310212
975320653,"Kühn, Andreas",(DE-588)130481971
973457538,"Kamya, Julienne",unknown
971348707,"Seyfried, Gerhard",(DE-588)115834168
973940352,"Gilcher-Holtey, Ingrid",(DE-588)11100618X
1191415317,"Turner, Lowell",unknown
967745837,"Bichelberger, Roger",(DE-588)118939149
971799105,"Kittel, Manfred",(DE-588)131995596
971689474,"Marcuse, Herbert",(DE-588)118577638
96771544X,"Jin, Ha",(DE-588)122370228
967172519,"Rudelius, Wolfgang",(DE-588)124805132
965718808,"Busche, Jürgen",(DE-588)12000478X
969209703,"Verheyen, Nina",(DE-588)128462582
1192019202,"Verheyen, Nina",(DE-588)128462582
967554195,"Carini, Marco",(DE-588)124212042
966489470,"Nooteboom, Cees",(DE-588)119049422
968793916,"Fajardie, Frédéric H.",(DE-588)119349299
964595605,"Buchrucker, Armin-Ernst",(DE-588)117733369
1177618699,"Zimmermann, Lutz",unknown
1074641752,"Benöhr, David",unknown
965205509,"Wesel, Uwe",(DE-588)11569689X
963848518,"Fahlenbrach, Kathrin",(DE-588)123577993
961416467,"Renner, Jens",(DE-588)123397693
1074567587,"Herzog, Benno",(DE-588)116678939X
1187050741,"König, Hans-Dieter",unknown
961983507,"Lommel, Michael",(DE-588)12305415X
962178918,"Gilcher-Holtey, Ingrid",(DE-588)11100618X
960950524,"Kurz, Jan",(DE-588)113955030
961476265,"Kraushaar, Wolfgang",(DE-588)120283344
960364544,"Komfort-Hein, Susanne",(DE-588)172947383
963497936,"Heider, Ulrike",(DE-588)1046509918
961819642,"Langguth, Gerd",(DE-588)120502178
962894206,"Lodge, David",(DE-588)118915185
961127708,"Tolomelli, Marica",(DE-588)1044809159
1304554619,"Weiss, János",unknown
95901425X,"Reimer, Uwe",(DE-588)120942089
1008871001,"Buchrucker, Armin-Ernst",(DE-588)117733369
960392025,"Eberhardt-Köster, Thomas",(DE-588)122564995
959007652,"Konsalik, Heinz G.",(DE-588)11856515X
965048853,"Konsalik, Heinz G.",(DE-588)11856515X
1192187539,"Geiling, Heiko",unknown
970746210,"Weiss, János",(DE-588)140350950
95614117X,"Delius, Friedrich Christian",(DE-588)118924389
956428479,"Dickel, Hans",(DE-588)120786699
1212199472,"Dickel, Hans",(DE-588)120786699
957146884,"Fariborz, Arian",(DE-588)121285650
956400035,"Rouaud, Jean",(DE-588)115686983
960954821,"Kohser-Spohn, Christiane",(DE-588)122732960
954927834,"Huang, Jianli",(DE-588)1158312598
954488563,"Agnoli, Johannes",(DE-588)119241323
953234355,"Jaeggi, Urs",(DE-588)119011905
954364627,"Fels, Gerhard",(DE-588)121528332
954690133,"Konsalik, Heinz G.",(DE-588)11856515X
95285726X,"Uesseler, Rolf",(DE-588)109144465
956824412,"Spindler, Wilhelm Henning",unknown
952127016,"Ebner, Paulus",(DE-588)120143526
953556751,"Timm, Uwe",(DE-588)118839276
1192025571,"Mattes, Peter",(DE-588)1214467822
1191650294,"Mattes, Peter",(DE-588)1214467822
954211669,"Jansa, Axel",(DE-588)120360896
953388204,"Ali, Tariq",(DE-588)120088800
953759571,"Kimmel, Michael",unknown
953368068,"Plowman, Andrew",(DE-588)120082500
952190788,"Kunth, Peter",(DE-588)115862552
952313413,"Berman, Paul",(DE-588)136656781
948616261,"Siemons, Hans",(DE-588)115421289
951540645,"Delius, Friedrich Christian",(DE-588)118924389
950566497,"Bude, Heinz",(DE-588)122461029
951315463,"Czubayko, Astrid",(DE-588)1158107102
951505068,"Rouaud, Jean",(DE-588)115686983
95214395X,"Katz, Casimir",(DE-588)133085333
952167239,"Elhardt, Rudolf",(DE-588)114175209
950183490,"Clifford, Nicholas R.",unknown
947510354,"Wabl, Matthias",unknown
946396396,"Juchler, Ingo",(DE-588)112787061
946755590,"Lodge, David",(DE-588)118915185
947468757,"Huang, Jianli",(DE-588)1158312598
931725925,"Negt, Oskar",(DE-588)11858684X
942887727,"Bude, Heinz",(DE-588)122461029
946608563,"Bude, Heinz",(DE-588)122461029
951063545,"Asmus, Helmut",(DE-588)132783630
946198977,"Vesper, Bernward",(DE-588)118626728
953427102,"Konsalik, Heinz G.",(DE-588)11856515X
943733251,"Lodge, David",(DE-588)118915185
944042066,"Lodge, David",(DE-588)118915185
1191644162,"Bruder-Bezzel, Almuth",unknown
943164303,"Clifford, Nicholas R.",unknown
942908511,"Konsalik, Heinz G.",(DE-588)11856515X
945872313,"Konsalik, Heinz G.",(DE-588)11856515X
940532174,"Temcheltu, Sibchod",unknown
940148080,"Briegleb, Klaus",(DE-588)118515314
931602866,"Kozicki, Norbert",(DE-588)112302726
931896355,"Konsalik, Heinz G.",(DE-588)11856515X
944352243,"Bell, William",(DE-588)123218985
931226473,"Kim, Jae-Kyung",(DE-588)172535190
953434206,"Konsalik, Heinz G.",(DE-588)11856515X
941575748,"Hübsch, Hadayatullah",(DE-588)119057255
930244451,"Schmidt, Ulrich",unknown
920811345,"Schwiers, Gisela",unknown
930073231,"Konsalik, Heinz G.",(DE-588)11856515X
921294778,"Renz, Andreas",unknown
920103715,"Hubert, Martin",unknown
920693156,"Zoitl, Helge",unknown
911426426,"Müller, Lothar",unknown
1019673362,"Voigt, Lothar",unknown
910613117,"Voigt, Lothar",unknown
920055737,"Konsalik, Heinz G.",(DE-588)11856515X
920199291,"Konsalik, Heinz G.",(DE-588)11856515X
910711658,"Waldmann, Sabine",unknown
921089546,"Dutschke, Rudi",(DE-588)118528327
930880544,"Sakson, Andrzej",(DE-588)103516271
901379670,"Hildebrandt, Dietrich",(DE-588)107693577X
920059147,"Baumann, Michael",(DE-588)118507516
900835818,"Prinz, Alois",(DE-588)115760318
910207836,"Burisch, Wolfram",(DE-588)121520609
1198109599,"Herrmann, Hans Peter",(DE-588)12180741X
890937362,"Horx, Matthias",(DE-588)120530716
890897689,"Juchler, Ingo",(DE-588)112787061
1191572102,"Lipp, Wolfgang",unknown
1298594111,"Herrmann-Pillath, Carsten",(DE-588)120965275
891567054,"Herrmann-Pillath, Carsten",(DE-588)120965275
900149035,"Willerding, Hans-Joachim",unknown
890014191,"Mohr, Reinhard",(DE-588)124940056
890697507,"Talarczyk, Andrzej",unknown
880659068,"Bieling, Rainer",(DE-588)1217620273
881473855,"Pevny, Wilhelm",(DE-588)108109941
881105554,"Mosler, Peter",(DE-588)137073682
880248777,"Brandes, Volkhard",(DE-588)118832905
900074825,"Gottstein, Norbert",unknown
870669583,"Schwarz, Peter",unknown
1192182693,"Leithäuser, Thomas",unknown
206429266,"Schwarz, Peter",unknown
870572814,"Eichelberg, Ingrid",unknown
210639628,"Helling, Dora",unknown
880036869,"Sesselmann, Matthias",(DE-588)118827782
1191657949,"Modelmog, Ilse",unknown
870554085,"Basurrah, Saleh Ali Omer",unknown
860951863,"Enderwitz, Ulrich",(DE-588)119410818
881500127,"Speiser, Wolfgang",(DE-588)117482927
943404800,"Veen, Hans-Joachim",(DE-588)107921766
860117510,"Grob, Marion",unknown
850846471,"Welzig, Elisabeth",(DE-588)121043541
850663717,"Weiss, Hilde",(DE-588)124966969
1192020529,"Mattes, Peter",(DE-588)1214467822
850780357,"Révész, László",(DE-588)137536054
850541476,"Brim, Sadek",unknown
850386055,"Kayser, Ruth",unknown
841066353,"Przybylski, Hartmut",(DE-588)132088444
1191569411,"Hollstein, Walter",unknown
850692776,"Eifler, Christine",(DE-588)1066233438
901066281,"Becker, Winfried",(DE-588)130533092
850680247,"Adam, Werner",unknown
891626948,"Giller, Joachim",unknown
1191569403,"Bruder-Bezzel, Almuth",unknown
830753702,"Dutschke, Rudi",(DE-588)118528327
840972822,"Schallwig, Ulrich",unknown
831015462,"Lampe, Gerhard",(DE-588)142033642
830173226,"Fischer-Kowalski, Marina",(DE-588)128470763
840129793,"Müller-Lankow, Brigitte",(DE-588)1158798776
830511466,"Schorcht, Heidrun",unknown
821094041,"Holthusen, Hans Egon",(DE-588)118706675
820840076,"Hübner, Horst",(DE-588)137346891
821030973,"Otto, Karl A.",(DE-588)128510498
820417467,"Mosler, Peter",(DE-588)137073682
810968398,"Masthoff, Regine",unknown
830109242,"Pasolini, Pier Paolo",(DE-588)118591908
810937565,"Linse, Ulrich",(DE-588)107574314
820056847,"Koch, Walter",unknown
830443681,"Bausenhart, Guido",(DE-588)121612716
810347202,"Habermas, Jürgen",(DE-588)118544209
810453754,"Diederich, Ellen",(DE-588)118525298
1192022793,"Korte, Hermann",unknown
840264844,"Schoeps, Hans-Joachim",(DE-588)118758985
820455210,"Otto, Karl A.",(DE-588)128510498
850758602,"Leise, Werner",unknown
800963164,"Huber, Arno",unknown
801008247,"Meng, Richard",(DE-588)1049615581
800147162,"Lehnardt, Karl-Heinz",(DE-588)108975088
810117746,"Lehnardt, Karl-Heinz",(DE-588)108975088
801057361,"Vossberg, Henning",unknown
1186849568,"Reuband, Karl-Heinz",unknown
971175543,"Koch, Walter",unknown
971551677,"Mehnert, Klaus",(DE-588)118579959
780157133,"Göbel, Uwe",(DE-588)17046976X
780125142,"Bauss, Gerhard",unknown
800223152,"Marks, Stephan",(DE-588)121281000
1008947539,"Mehnert, Klaus",(DE-588)118579959
780013352,"Gamarra-Romero, Juan-Manuel",(DE-588)1063826047
770690254,"Voss, Friedrich",(DE-588)122384156
1191908119,"Maikowski, Rainer",(DE-588)142802417
760128855,"Eisenhardt, Hermann",unknown
760059004,"Kukuck, Margareth",unknown
1196006199,"Herrmann, Hans Peter",(DE-588)12180741X
1204826145,"Herrmann, Hans Peter",(DE-588)12180741X
760674809,"Rieser, Daniel",(DE-588)172346479
760648190,"Kapson, Horst",unknown
364423579,"Nast, Manfred",unknown
481915435,"Kiss, Gábor",(DE-588)172187400
1340331446,"Brachmann, Botho",(DE-588)104930918
450578313,"Brachmann, Botho",(DE-588)104930918
1324357436,"Brachmann, Botho",(DE-588)104930918
575430729,"Prager, Tedy",(DE-588)12666806X
451708180,"Gruner, Paul",(DE-588)116900571
580410420,"Köberle, Adolf",(DE-588)118564161
362875375,"Thadden-Trieglaff, Reinold von",(DE-588)118642723
362593728,"Schick, Erich",(DE-588)128739983
36288059X,"Thielicke, Helmut",(DE-588)118621947
580410412,"Köberle, Adolf",(DE-588)118564161
362638586,"Schneider, Johannes Ferdinand",(DE-588)1015479332
362088276,"Quervain, Alfred de",(DE-588)118597310
36259371X,"Schick, Erich",(DE-588)128739983
362611505,"Schlink, Edmund",(DE-588)118759426
58077712X,"Müller, Eberhard",(DE-588)118737384
362593809,"Schick, Erich",(DE-588)128739983
579800091,"Fendt, Leonhard",(DE-588)116462744
362906416,"Trillhaas, Wolfgang",(DE-588)118623931
580575403,"Lilje, Hanns",(DE-588)11872827X
362638624,"Schneider, Johannes Ferdinand",(DE-588)1015479332
58060523X,"Lotz, Erich",(DE-588)1043811850
362683875,"Schütz, Paul",unknown
362776466,"Spoerri, Theophil",(DE-588)118616358
362776474,"Spoerri, Theophil",(DE-588)118616358
362776490,"Spoerri, Theophil",(DE-588)118616358
362776482,"Spoerri, Theophil",(DE-588)118616358
580605248,"Lotz, Erich",(DE-588)1043811850
580131955,"Heim, Karl",(DE-588)118547909
362638640,"Schneider, Johannes Ferdinand",(DE-588)1015479332
580041115,"Grundmann, Walter",(DE-588)116895004
580041107,"Grundmann, Walter",(DE-588)116895004
580776263,"Müller, Alfred Dedo",(DE-588)118737368
362088233,"Quervain, Alfred de",(DE-588)118597310
362593795,"Schick, Erich",(DE-588)128739983
362791317,"Stauffer, Ethelbert",(DE-588)123703816
58041048X,"Köberle, Adolf",(DE-588)118564161
578740109,"Althaus, Paul",(DE-588)118502271
362776458,"Spoerri, Theophil",(DE-588)118616358
580379485,"Kittel, Gerhard",(DE-588)118562592
579879771,"Frick, Heinrich",(DE-588)118703129
579992667,"Gogarten, Friedrich",(DE-588)118540394
362564388,"Sasse, Hermann",(DE-588)118751387
365677981,"Frick, Heinrich",(DE-588)118703129
579800113,"Fendt, Leonhard",(DE-588)116462744
362088268,"Quervain, Alfred de",(DE-588)118597310
580131939,"Heim, Karl",(DE-588)118547909
362607036,"Schlatter, Adolf",(DE-588)118607928
362138214,"Rendtorff, Heinrich",unknown
578895013,"Björkquist, Manfred",(DE-588)138885605
578904357,"Blanke, Fritz",(DE-588)12060714X
580399850,"Knak, Siegfried",(DE-588)116243716
362788847,"Stange, Carl",(DE-588)119148471
580132005,"Heim, Karl",(DE-588)118547909
362138230,"Rendtorff, Heinrich",unknown
362656967,"Schrenk, Gottlob",(DE-588)143604643
362770433,"Spemann, Franz",(DE-588)101370571
361969783,"Obendiek, Harmannus",(DE-588)139131639
580410471,"Köberle, Adolf",(DE-588)118564161
362613559,"Schlunk, Martin",(DE-588)117521086
362785422,"Staerk, Willy",(DE-588)117202959
362613575,"Schlunk, Martin",(DE-588)117521086
36294508X,"Vermeil, Walter",unknown
362785430,"Staerk, Willy",(DE-588)117202959
580151255,"Hempel, Johannes",(DE-588)116699051
580131998,"Heim, Karl",(DE-588)118547909
578975750,"Brunner, Emil",(DE-588)118516175
362776512,"Spoerri, Theophil",(DE-588)118616358
578740117,"Althaus, Paul",unknown
362770492,"Spemann, Franz",(DE-588)101370571
362632944,"Schmitz, Otto",(DE-588)116816163
580276562,"Degenfeld, Udo",(DE-588)1148123121
580379493,"Kittel, Gerhard",(DE-588)118562592
363037853,"Weismann, Gotthilf",(DE-588)11727898X
362770506,"Spemann, Franz",(DE-588)101370571
362656940,"Schrenk, Gottlob",(DE-588)143604643
362656924,"Schrenk, Gottlob",(DE-588)143604643
362632995,"Schmitz, Otto",(DE-588)116816163
580274349,"Jasper, Gerhard",(DE-588)1055374116
362633002,"Schmitz, Otto",(DE-588)116816163
362632987,"Schmitz, Otto",(DE-588)116816163
362138206,"Rendtorff, Heinrich",unknown
362138192,"Rendtorff, Heinrich",unknown
580490408,"Kurosaki, Kōkichi",(DE-588)1020251530
580490394,"Kurosaki, Kōkichi",(DE-588)1020251530
578895005,"Björkquist, Manfred",(DE-588)138885605
362632936,"Schmitz, Otto",(DE-588)116816163
57966368X,"Dörrer, Anton",(DE-588)11616977X
362607028,"Schlatter, Adolf",(DE-588)118607928
36277045X,"Spemann, Franz",(DE-588)101370571
36312957X,"Zander, Paul",(DE-588)1055452753
363129588,"Zander, Paul",(DE-588)1055452753
363036660,"Weise, Johannes",(DE-588)1055463836
58072820X,"Michaelis, Georg",(DE-588)119059584
362607184,"Schlatter, Adolf",(DE-588)118607928
58013198X,"Heim, Karl",(DE-588)118547909
36301943X,"Weber, Hermann",(DE-588)101278178X
580279065,"Jensen, Paul Theodor",(DE-588)127517154
368426696,"Schrenk, Gottlob",(DE-588)143604643
580131912,"Heim, Karl",(DE-588)118547909
362656975,"Schrenk, Gottlob",(DE-588)143604643
362788774,"Stange, Erich",(DE-588)118752677
362770468,"Spemann, Franz",(DE-588)101370571
580334198,"Kant, Thea",(DE-588)127466231
580251721,"Humburg, Paul",(DE-588)118722913
362632979,"Schmitz, Otto",(DE-588)116816163
580131890,"Heim, Karl",(DE-588)118547909
580042154,"Gruner, Paul",(DE-588)116900571
362642532,"Schniewind, Julius",(DE-588)118758756
362632928,"Schmitz, Otto",(DE-588)116816163
580131963,"Heim, Karl",(DE-588)118547909
363025170,"Wegeleben, Siegfried",(DE-588)1055463844
580783138,"Müller, Karl Friedrich",(DE-588)138219885
361523068,"Lips, Julius",(DE-588)118728547
362770476,"Spemann, Franz",(DE-588)101370571
363129561,"Zander, Paul",(DE-588)1055452753
362770425,"Spemann, Franz",(DE-588)101370571
580131882,"Heim, Karl",(DE-588)118547909
362788685,"Stange, Erich",(DE-588)118752677
36256003X,"Samuel, Otto",(DE-588)141527412
362770441,"Spemann, Franz",(DE-588)101370571
363036652,"Weise, Johannes",(DE-588)1055463836
579670090,"Dosfel, Lodewijk",(DE-588)1053565909
361263341,"Niedermeyer, Gerhard",(DE-588)11700037X
1219876445,"Buber-Neumann, Margarete",(DE-588)118516485
1179517342,"Schmidt, Rudi",unknown
1161721533,"Wolfrum, Edgar",(DE-588)122851595
1233275909,"Bührer, Werner",(DE-588)170414434
1333866011,"Meißner, Thomas",unknown
122532694X,"Gezen, Ela",unknown
